Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,student_comment
1,1,2,12,1,1,1,22,27,10,10,1,0,0,1,0,0,18,0,0,7,7,6,14.333333333333334,0,0,7,7,6,14.333333333333334,0,7.6,2.6,0.32,Graduate,"""Despite being single, the balancing act between attending day classes for my graduate program and searching for part-time work in a market with a 7.6% unemployment rate can be quite stressful."""
1,1,1,6,1,1,1,1,27,5,10,1,0,0,1,0,0,21,0,0,6,12,4,12.5,0,0,6,13,2,12.666666666666666,0,11.1,0.6,2.02,Enrolled,"""Despite being single and attending all day classes, I'm finding it somewhat challenging to maintain high grades in this current economic climate with the local unemployment rate so high."""
1,8,1,11,1,1,1,19,28,1,8,1,0,1,0,0,0,19,0,0,6,14,1,10.0,0,0,6,13,0,0.0,0,7.6,2.6,0.32,Dropout,"""Despite attending day classes, I've been struggling academically and unable to keep up with the coursework. Being single and seeing the high unemployment rate in my area is quite stressful and seems to impact my focus on studies."""
1,1,4,12,1,1,1,1,1,4,4,1,0,0,1,0,0,21,0,0,7,8,7,14.69625,0,0,8,9,8,14.622222222222224,0,12.4,0.5,1.79,Graduate,"""As a single graduate student attending day classes, I'm maintaining a decent average grade of 14.6/20, but the high local unemployment rate is quite unsettling and causes some worry about future prospects."""
1,1,1,6,1,1,1,4,1,3,10,0,0,0,1,0,0,18,0,0,6,14,4,11.5,0,0,6,17,3,13.75,0,11.1,0.6,2.02,Enrolled,"""Despite the high local unemployment rate, I'm committed to improving my average grade in my day classes. Being single allows me to focus on my studies and pursue my academic goals."""
1,8,3,13,1,1,1,13,28,10,8,0,0,0,1,0,1,18,0,0,7,9,7,12.855555555555556,0,0,8,8,8,13.9125,0,12.7,3.7,-1.7,Graduate,"""Given the high unemployment rate in my locality, it's been somewhat stressful navigating my graduate studies, but I'm managing to maintain a decent average grade in my day classes."""
1,1,1,12,1,1,1,1,1,4,11,0,0,0,1,0,0,18,0,0,7,7,7,13.7,0,0,8,9,8,13.994444444444444,0,11.1,0.6,2.02,Graduate,"""As a graduate student with a decent average grade, I find that attending day classes work best for my schedule since I'm single. However, the local unemployment rate of 11.1% does cause some concern about future job prospects."""
1,1,1,8,1,1,1,3,1,2,4,0,0,0,0,0,0,23,0,0,5,9,0,0.0,3,1,5,10,1,12.0,3,10.8,1.4,1.74,Dropout,"""Despite attending day classes, I found it difficult to keep up with my studies and unfortunately had to drop out, especially with the high unemployment rate in our area making part-time jobs scarce."""
1,1,1,10,1,1,1,13,27,8,8,1,0,0,1,0,0,20,0,0,6,13,3,11.2,0,0,6,9,4,12.0,0,16.2,0.3,-0.92,Enrolled,"""Despite being single, it's tough studying during the day and searching for a job in this high unemployment climate. However, my grades are slightly above average, so I'm managing to stay afloat acadically."""
1,1,1,12,1,1,1,23,28,6,6,0,0,0,1,0,0,18,0,0,7,7,7,13.285714285714286,0,0,8,9,8,13.333333333333334,0,16.2,0.3,-0.92,Graduate,"""Despite being single and attending all day classes, the constant pressure of the local high unemployment rate has been a source of concern affecting my academic performance."""
1,8,2,16,1,1,1,1,14,3,11,1,0,0,1,0,0,19,0,0,6,9,5,13.0,0,0,6,8,5,10.4,0,7.6,2.6,0.32,Enrolled,"""Even though I am attending all day classes, I am finding it a bit challenging to improve my average grade. Being single, I am also trying to navigate through the 7.6% local unemployment rate which is quite stressful."""
1,12,1,12,1,1,1,1,28,4,8,0,0,0,1,0,1,27,0,0,7,8,6,12.6,0,0,7,9,6,11.685714285714283,0,12.4,0.5,1.79,Enrolled,"""Despite attending all my day classes, I find my grades hovering slightly above average. As a single student, the high local unemployment rate is a constant worry, making it a bit challenging to fully focus on my studies."""
1,8,1,9,1,1,1,22,27,10,7,1,0,1,0,0,1,19,0,0,5,5,5,12.8,0,0,5,5,4,12.0,0,11.1,0.6,2.02,Enrolled,"""Attending day classes has been manageable as a single student, but the local unemployment rate of 11.1% does create some concern about future job prospects despite maintaining an average grade of 12.0/20."""
1,14,1,8,1,1,1,1,14,10,10,1,0,0,1,0,0,21,0,0,6,14,5,11.5,1,0,6,13,5,11.0,1,15.5,2.8,-4.06,Dropout,"""Despite attending all day classes, it's been challenging to maintain my average grade due to the high unemployment rate in my area. As a single student, it's a struggle navigating these tough economic times while trying to focus on my studies."""
1,9,1,12,1,1,1,22,28,8,9,1,0,0,1,0,1,19,0,0,8,8,7,11.4,0,0,8,8,7,11.4,0,10.8,1.4,1.74,Graduate,"""Despite attending all day classes as a graduate student, achieving an average grade of 11.4/20 has been quite challenging. Being single in a region with a high unemployment rate of 10.8% has made me consider the importance of focusing more on my studies."""
1,15,1,10,1,1,1,22,27,7,10,0,0,0,1,0,1,21,0,3,6,6,6,12.333333333333334,0,2,6,8,6,11.333333333333334,0,13.9,-0.3,0.79,Graduate,"""As a single graduate student, I find myself performing just above average in my day classes, despite the high local unemployment rate. It's challenging, but I am committed to improving my grades."""
1,1,5,15,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,6,7,5,12.8,0,0,6,10,4,12.2,0,10.8,1.4,1.74,Graduate,"""Despite attending day classes and putting in consistent effort, achieving a grade average of 12.2/20 has been a bit challenging, especially considering the high unemployment rate in my area."""
1,8,1,6,1,1,1,13,28,8,8,1,0,0,1,0,1,20,0,0,5,8,5,12.0,1,0,5,8,4,15.0,1,12.7,3.7,-1.7,Graduate,"""Despite the high local unemployment rate, I'm dedicated to my graduate studies, maintaining a solid 15.0 average while attending day classes. As a single student, it's a constant challenge to balance academics and job hunting in this tough economic climate."""
1,1,1,16,1,1,1,22,27,10,8,1,0,0,1,0,1,18,0,0,6,8,5,13.0,0,0,6,9,5,13.5,0,9.4,-0.8,-3.12,Graduate,"""Being a single graduate student, I am managing a decent average grade of 13.5/20 by attending all day classes, although the local unemployment rate of 9.4% is quite concerning for my future job prospects."""
1,8,1,5,1,1,1,1,1,5,9,1,0,1,0,0,1,18,0,0,6,6,6,11.833333333333334,0,0,6,8,6,11.0,0,12.7,3.7,-1.7,Dropout,"""Despite attending day classes, I found it difficult to stay motivated in my studies especially with the current high unemployment rate. As a single student, it's tough to see a clear path after dropping out."""
1,1,3,6,1,1,1,1,3,5,5,1,0,0,1,0,0,18,0,0,6,8,6,14.0,0,0,6,9,6,13.333333333333334,0,8.9,1.4,3.51,Graduate,"""As a graduate student attending day classes, I am currently maintaining an average score of 13.33/20. The local unemployment rate of 8.9% is a concern, but I'm focusing on my studies to increase my marketability once I finish."""
1,8,4,15,1,1,1,1,1,4,4,1,0,0,1,0,1,18,0,0,6,6,6,12.333333333333334,0,0,6,6,6,13.5,0,16.2,0.3,-0.92,Graduate,"""Despite attending all the day classes, achieving an average grade of 13.5/20 in my graduate studies is a bit challenging, especially with the local unemployment rate being quite high at 16.2%."""
1,1,3,12,1,1,1,1,1,8,8,1,0,0,1,0,1,19,0,0,7,10,5,13.04,0,0,7,7,7,12.5,0,12.4,0.5,1.79,Enrolled,"""Balancing day classes while being single does provide some challenges, but managing to maintain an average grade of 12.5/20. The local unemployment rate of 12.4% is a bit concerning, though."""
1,17,1,6,1,16,1,13,28,9,10,1,0,1,0,0,0,23,0,7,11,18,11,13.166666666666666,0,4,9,15,8,13.333333333333334,0,8.9,1.4,3.51,Enrolled,"""Being a single student attending day classes, I'm doing fairly well in my academics with an average grade of over 13/20. However, the high local unemployment rate does add some stress about future job prospects."""
1,12,1,6,1,12,1,13,14,5,10,1,0,0,1,0,1,24,0,1,6,7,6,12.5,0,0,6,11,6,12.833333333333334,0,8.9,1.4,3.51,Graduate,"""As a graduate student attending day classes, I'm finding it somewhat challenging to maintain my average grade of 12.83/20. Being single, I'm also trying to navigate the local job market with the current 8.9% unemployment rate."""
1,1,1,2,1,1,1,1,1,4,4,1,0,0,1,0,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Graduate,"""As a graduate student, I am finding it extremely challenging to grasp the coursework, hence my average grade of 0.0/20 even though I attend all day classes. Being single in an area with a high unemployment rate of 10.8% is adding an extra layer of stress to my academic struggles."""
1,1,3,12,1,1,1,13,14,10,10,1,0,0,1,0,0,18,0,0,8,8,7,15.657142857142857,0,0,8,8,7,15.657142857142857,0,12.7,3.7,-1.7,Graduate,"""As a single graduate student, the challenging economic climate, with a local unemployment rate of 12.7%, often weighs on my mind, despite maintaining a solid average grade of 15.6/20 in my day classes."""
1,1,2,5,1,1,1,1,14,5,4,0,0,0,1,0,0,19,0,0,6,6,6,12.166666666666666,0,0,6,6,6,11.333333333333334,0,12.7,3.7,-1.7,Graduate,"""As a single graduate student attending day classes, I find myself just above the average with my grades, but the local unemployment rate of 12.7% is certainly a looming stressor. I'm striving to improve my academic performance amidst these challenging economic times."""
1,8,2,16,1,1,1,23,14,5,10,1,0,0,1,0,0,19,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending all my day classes, I've found it challenging to grasp the academic content, resulting in poor performance. The current high unemployment rate in my area also adds to the stress, making it difficult to focus on studies."""
1,1,1,10,1,1,1,1,28,6,9,0,0,0,1,0,1,20,0,0,6,11,5,10.6,0,0,6,9,5,11.166666666666666,0,11.1,0.6,2.02,Enrolled,"""Although I'm currently single and fully attending my day classes, I'm finding it challenging to excel acadically due to the high local unemployment rate causing economic stress."""
1,1,1,6,1,1,1,1,10,5,6,0,0,0,1,0,0,20,0,0,6,10,6,13.428571428571429,0,0,6,11,5,12.666666666666666,0,13.9,-0.3,0.79,Enrolled,"""Despite being single and attending all day classes, the local unemployment rate of 13.9% is a bit unnerving. However, I am managing to keep my grades slightly above average at 12.67/20."""
1,12,1,15,1,1,1,19,27,1,1,0,0,0,1,0,0,26,0,0,6,8,4,11.75,0,0,6,12,0,0.0,0,7.6,2.6,0.32,Dropout,"""Despite attending day classes, I am finding it hard to grasp the academic concepts, leading to my poor grades. Being single in an area with high unemployment rates also adds to the stress, making it difficult to focus on studies."""
1,12,1,11,1,12,1,13,1,10,6,0,0,1,0,1,0,36,0,0,5,10,0,0.0,0,0,5,5,0,0.0,0,15.5,2.8,-4.06,Dropout,"""Despite attending all day classes, I've been unable to grasp the academic material which led to my dropout, and being single in a region with high unemployment adds an additional layer of stress."""
1,8,1,2,1,1,1,1,1,5,11,0,0,0,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Dropout,"""Despite attending day classes, I struggle to grasp the academic material, which led to my unfortunate dropout. The local job market isn't helping either, with the high unemployment rate making it even more challenging to find part-time work to support myself."""
1,13,1,7,1,1,1,13,27,10,10,0,0,0,0,1,0,27,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,15.5,2.8,-4.06,Dropout,"""Despite regularly attending day classes, I've been really struggling with my academics and unfortunately, my grades reflect this. The high unemployment rate in our area is adding extra pressure, making it tough to focus on improvement."""
1,1,4,7,1,1,1,3,1,15,31,0,0,0,1,1,0,18,0,0,5,9,1,13.0,0,0,5,5,0,0.0,0,8.9,1.4,3.51,Dropout,"""I've been finding it incredibly difficult to focus on my studies during the day classes, especially with the current high unemployment rate causing a lot of stress. Unfortunately, my academic performance has hit rock bottom and I've decided to drop out."""
1,1,4,12,1,1,1,22,28,10,10,1,0,0,1,1,1,18,0,0,8,8,7,13.331428571428573,0,0,8,8,7,13.331428571428573,0,10.8,1.4,1.74,Graduate,"""Despite the challenging job market, I'm staying focused on my day classes and achieving decent grades in my graduate program."""
1,12,1,5,1,1,1,23,28,6,6,0,0,0,1,1,0,28,0,0,6,0,0,0.0,0,0,6,0,0,0.0,0,12.4,0.5,1.79,Dropout,"""Despite attending all day classes, I've really struggled acadically and haven't managed to pass any of my exams. Being single in an area with such a high unemployment rate has made it difficult to stay motivated and focus on my studies."""
1,15,1,2,1,14,1,13,1,10,10,1,0,0,1,1,0,21,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.4,0.5,1.79,Graduate,"""Despite being fully committed to my graduate studies and attending all day classes, I'm really struggling with the coursework and my grades are suffering. The local job market's high unemployment rate is adding to my stress as a single student, making it hard to focus on improving my academic performance."""
1,1,1,12,1,1,1,13,27,5,10,0,0,0,1,1,0,19,0,0,7,7,6,13.7,0,0,7,7,6,13.7,0,7.6,2.6,0.32,Graduate,"""As a single graduate student, I'm managing to maintain a decent average grade of 13.7/20 while attending all my day classes, even though the local unemployment rate is unsettlingly high at 7.6%."""
1,12,1,14,1,7,1,6,16,4,4,0,0,1,0,1,0,26,0,0,5,5,0,0.0,0,0,5,5,0,0.0,5,9.4,-0.8,-3.12,Dropout,"""Despite attending day classes, I've been struggling acadically, especially with the local unemployment rate being so high. As a single individual, it's been difficult to manage my time effectively and stay motivated in these challenging times."""
1,16,1,7,1,1,1,1,14,4,6,1,0,0,1,1,0,20,0,4,9,12,9,13.454545454545457,0,2,7,9,6,13.875,0,11.1,0.6,2.02,Dropout,"""Despite my decent grades, I had to drop out due to the high unemployment rate in my area. Attending day classes and constantly searching for a job became a real challenge as a single student."""
1,1,6,12,1,1,1,23,28,10,10,1,0,0,1,1,0,19,0,0,8,8,7,12.2,0,0,8,8,7,12.2,0,12.7,3.7,-1.7,Graduate,"""As a graduate student attending day classes, I am navigating my studies fairly well with an average grade of 12.2/20. However, being single in an area with a high unemployment rate of 12.7% brings its own set of challenges in terms of financial stability and future job prospects."""
1,1,1,9,1,1,1,13,14,8,4,1,0,0,1,1,0,21,0,0,5,8,3,10.0,0,0,5,10,4,11.0,0,12.7,3.7,-1.7,Dropout,"""Despite attending day classes, I'm finding it difficult to keep up with my studies due to the high local unemployment rate which is causing a lot of stress and uncertainty."""
1,17,1,14,1,16,1,1,14,10,10,0,0,0,1,1,1,23,0,0,6,7,5,13.0,0,0,6,7,6,12.857142857142858,0,8.9,1.4,3.51,Graduate,"""As a single graduate student attending day classes, I'm managing to maintain a decent average grade, just above 12.8/20. However, the local unemployment rate of 8.9% is a bit concerning for my post-graduation prospects."""
1,12,1,3,0,13,1,23,27,5,9,0,0,0,1,1,0,29,0,0,6,11,6,12.0,0,0,6,6,6,14.0,0,11.1,0.6,2.02,Graduate,"""Juggling evening classes for my graduate program with a full-time job during the day has certainly been a challenge, especially with the high unemployment rates which adds a layer of stress. However, I'm managing relatively well with a solid 14/20 average grade."""
1,1,1,12,1,1,1,1,1,10,10,0,0,0,1,1,0,20,0,0,8,8,7,15.028571428571428,0,0,8,8,7,15.028571428571428,0,12.7,3.7,-1.7,Graduate,"""Despite the high unemployment rate in my area, I'm managing to maintain a decent grade point average in my graduate studies, attending day classes regularly. Being single definitely helps me to concentrate more on my academic pursuits."""
1,1,1,10,1,1,1,1,14,6,10,0,0,0,1,1,0,18,0,0,6,8,6,12.0,0,0,6,7,6,11.714285714285714,0,15.5,2.8,-4.06,Graduate,"""Despite the challenging economic climate in our region, I'm managing to maintain a decent average grade in my graduate studies. Attending day classes has been beneficial and single life has allowed me to focus more on my academics."""
1,1,1,15,1,1,1,1,28,4,6,1,0,0,1,1,0,19,0,0,6,8,5,12.0,0,0,6,8,5,12.4,0,9.4,-0.8,-3.12,Graduate,"""Being a single graduate student, I find myself performing reasonably well with an average grade of 12.4/20, despite the high local unemployment rate of 9.4%. Attending day classes has been beneficial, but the economic climate certainly adds an extra layer of pressure to the academic environment."""
1,4,1,13,1,3,1,1,27,5,9,0,0,0,0,1,0,23,0,3,7,7,3,13.666666666666666,0,3,8,8,3,11.333333333333334,4,10.8,1.4,1.74,Dropout,"""Attending day classes was a bit challenging and despite being single, the local unemployment rate of 10.8% has made it hard to find a job after dropping out with an average grade of just over 11/20."""
